elapsedTimeHour,elapsedTimeSec,vaisalaRH,vaisalaTemperature,vaisalaPW
47.730556,171830.0016,26.63,20.23,0.092
47.731944,171834.9984,26.63,20.23,0.092
47.733333,171839.9988,26.63,20.23,0.092
47.734722,171844.9992,26.63,20.23,0.092
47.736111,171849.9996,26.64,20.23,0.092
47.7375,171855,26.64,20.23,0.092
47.738889,171860.0004,26.64,20.23,0.092
47.740278,171865.0008,26.63,20.23,0.092
47.741667,171870.0012,26.63,20.23,0.092
47.743056,171875.0016,26.63,20.23,0.092
47.744444,171879.9984,26.62,20.23,0.092
47.745833,171884.9988,26.62,20.23,0.092
47.747222,171889.9992,26.62,20.23,0.092
47.748611,171894.9996,26.64,20.23,0.092
47.75,171900,26.63,20.23,0.092
47.751389,171905.0004,26.64,20.23,0.092
47.752778,171910.0008,26.63,20.23,0.092
47.754167,171915.0012,26.62,20.23,0.092
47.755556,171920.0016,26.63,20.23,0.092
47.756944,171924.9984,26.64,20.23,0.092
47.758333,171929.9988,26.64,20.23,0.092
47.759722,171934.9992,26.63,20.23,0.092
47.761111,171939.9996,26.64,20.23,0.092
47.7625,171945,26.63,20.23,0.092
47.763889,171950.0004,26.63,20.23,0.092
47.765278,171955.0008,26.63,20.23,0.092
47.766667,171960.0012,26.64,20.23,0.092
47.768056,171965.0016,26.64,20.23,0.092
47.769444,171969.9984,26.65,20.23,0.092
47.770833,171974.9988,26.66,20.23,0.092
47.772222,171979.9992,26.66,20.23,0.092
47.773611,171984.9996,26.65,20.23,0.092
47.775,171990,26.65,20.23,0.092
47.776389,171995.0004,26.65,20.23,0.092
47.777778,172000.0008,26.65,20.23,0.092
47.779167,172005.0012,26.65,20.23,0.092
47.780556,172010.0016,26.64,20.23,0.092
47.781944,172014.9984,26.64,20.23,0.092
47.783333,172019.9988,26.65,20.23,0.092
47.784722,172024.9992,26.65,20.23,0.092
47.786111,172029.9996,26.64,20.23,0.092
47.7875,172035,26.65,20.23,0.092
47.788889,172040.0004,26.65,20.23,0.092
47.790278,172045.0008,26.65,20.23,0.092
47.791667,172050.0012,26.65,20.24,0.092
47.793056,172055.0016,26.65,20.24,0.092
47.794444,172059.9984,26.65,20.23,0.092
47.795833,172064.9988,26.64,20.23,0.092
47.797222,172069.9992,26.64,20.23,0.092
47.798611,172074.9996,26.63,20.23,0.092
47.8,172080,26.62,20.23,0.092
47.801389,172085.0004,26.63,20.23,0.092
47.802778,172090.0008,26.63,20.23,0.092
47.804167,172095.0012,26.63,20.23,0.092
47.805556,172100.0016,26.62,20.23,0.092
47.806944,172104.9984,26.62,20.24,0.092
47.808333,172109.9988,26.62,20.24,0.092
47.809722,172114.9992,26.62,20.24,0.092
47.811111,172119.9996,26.61,20.24,0.092
47.8125,172125,26.61,20.23,0.092
47.813889,172130.0004,26.61,20.23,0.092
47.815278,172135.0008,26.59,20.24,0.092
47.816667,172140.0012,26.6,20.24,0.092
47.818056,172145.0016,26.61,20.24,0.092
47.819444,172149.9984,26.61,20.23,0.092
47.820833,172154.9988,26.61,20.23,0.092
47.822222,172159.9992,26.63,20.23,0.092
47.823611,172164.9996,26.62,20.24,0.092
47.825,172170,26.61,20.24,0.092
47.826389,172175.0004,26.62,20.24,0.092
47.827778,172180.0008,26.61,20.24,0.092
47.829167,172185.0012,26.61,20.24,0.092
47.830556,172190.0016,26.61,20.23,0.092
47.831944,172194.9984,26.6,20.24,0.092
47.833333,172199.9988,26.6,20.23,0.092
47.834722,172204.9992,26.6,20.23,0.092
47.836111,172209.9996,26.6,20.24,0.092
47.8375,172215,26.61,20.24,0.092
47.838889,172220.0004,26.61,20.24,0.092
47.840278,172225.0008,26.61,20.24,0.092
47.841667,172230.0012,26.61,20.24,0.092
47.843056,172235.0016,26.61,20.24,0.092
47.844444,172239.9984,26.61,20.24,0.092
47.845833,172244.9988,26.61,20.23,0.092
47.847222,172249.9992,26.61,20.24,0.092
47.848611,172254.9996,26.61,20.24,0.092
47.85,172260,26.62,20.24,0.092
47.851389,172265.0004,26.62,20.24,0.092
47.852778,172270.0008,26.62,20.23,0.092
47.854167,172275.0012,26.62,20.23,0.092
47.855556,172280.0016,26.63,20.24,0.092
47.856944,172284.9984,26.63,20.24,0.092
47.858333,172289.9988,26.62,20.24,0.092
47.859722,172294.9992,26.62,20.24,0.092
47.861111,172299.9996,26.62,20.24,0.092
47.8625,172305,26.62,20.24,0.092
47.863889,172310.0004,26.62,20.24,0.092
47.865278,172315.0008,26.63,20.24,0.092
47.866667,172320.0012,26.63,20.24,0.092
47.868056,172325.0016,26.63,20.23,0.092
47.869444,172329.9984,26.62,20.24,0.092
47.870833,172334.9988,26.62,20.24,0.092
47.872222,172339.9992,26.62,20.24,0.092
47.873611,172344.9996,26.63,20.24,0.092
47.875,172350,26.63,20.24,0.092
47.876389,172355.0004,26.64,20.24,0.092
47.877778,172360.0008,26.63,20.24,0.092
47.879167,172365.0012,26.63,20.24,0.092
47.880556,172370.0016,26.63,20.24,0.092
47.881944,172374.9984,26.63,20.24,0.092
47.883333,172379.9988,26.64,20.24,0.092
47.884722,172384.9992,26.65,20.24,0.092
47.886111,172389.9996,26.63,20.24,0.092
47.8875,172395,26.63,20.24,0.092
47.888889,172400.0004,26.62,20.24,0.092
47.890278,172405.0008,26.62,20.24,0.092
47.891667,172410.0012,26.62,20.24,0.092
47.893056,172415.0016,26.62,20.24,0.092
47.894444,172419.9984,26.62,20.24,0.092
47.895833,172424.9988,26.62,20.24,0.092
47.897222,172429.9992,26.63,20.24,0.092
47.898611,172434.9996,26.63,20.24,0.092
47.9,172440,26.62,20.24,0.092
47.901389,172445.0004,26.63,20.24,0.092
47.902778,172450.0008,26.63,20.24,0.092
47.904167,172455.0012,26.63,20.24,0.092
47.905556,172460.0016,26.63,20.24,0.092
47.906944,172464.9984,26.64,20.24,0.092
47.908333,172469.9988,26.64,20.24,0.092
47.909722,172474.9992,26.63,20.24,0.092
47.911111,172479.9996,26.62,20.24,0.092
47.9125,172485,26.62,20.24,0.092
47.913889,172490.0004,26.61,20.24,0.092
47.915278,172495.0008,26.6,20.25,0.092
47.916667,172500.0012,26.62,20.24,0.092
47.918056,172505.0016,26.62,20.24,0.092
47.919444,172509.9984,26.62,20.24,0.092
47.920833,172514.9988,26.63,20.24,0.092
47.922222,172519.9992,26.62,20.24,0.092
47.923611,172524.9996,26.62,20.24,0.092
47.925,172530,26.61,20.25,0.092
47.926389,172535.0004,26.62,20.25,0.092
47.927778,172540.0008,26.62,20.24,0.092
47.929167,172545.0012,26.61,20.24,0.092
47.930556,172550.0016,26.61,20.24,0.092
47.931944,172554.9984,26.6,20.24,0.092
47.933333,172559.9988,26.6,20.24,0.092
47.934722,172564.9992,26.61,20.24,0.092
47.936111,172569.9996,26.62,20.24,0.092
47.9375,172575,26.61,20.25,0.092
47.938889,172580.0004,26.62,20.24,0.092
47.940278,172585.0008,26.61,20.24,0.092
47.941667,172590.0012,26.6,20.24,0.092
47.943056,172595.0016,26.6,20.24,0.092
47.944444,172599.9984,26.61,20.24,0.092
47.945833,172604.9988,26.6,20.24,0.092
47.947222,172609.9992,26.6,20.24,0.092
47.948611,172614.9996,26.59,20.24,0.092
47.95,172620,26.58,20.24,0.092
47.951389,172625.0004,26.58,20.24,0.092
47.952778,172630.0008,26.59,20.24,0.092
47.954167,172635.0012,26.58,20.24,0.091
47.955556,172640.0016,26.59,20.24,0.092
47.956944,172644.9984,26.6,20.24,0.092
47.958333,172649.9988,26.6,20.24,0.092
47.959722,172654.9992,26.61,20.24,0.092
47.961111,172659.9996,26.6,20.24,0.092
47.9625,172665,26.61,20.24,0.092
47.963889,172670.0004,26.61,20.24,0.092
47.965278,172675.0008,26.6,20.24,0.092
47.966667,172680.0012,26.6,20.23,0.092
47.968056,172685.0016,26.6,20.23,0.092
47.969444,172689.9984,26.6,20.24,0.092
47.970833,172694.9988,26.6,20.24,0.092
47.972222,172699.9992,26.59,20.24,0.092
47.973611,172704.9996,26.59,20.24,0.092
47.975,172710,26.6,20.24,0.092
47.976389,172715.0004,26.61,20.24,0.092
47.977778,172720.0008,26.61,20.24,0.092
47.979167,172725.0012,26.6,20.24,0.092
47.980556,172730.0016,26.61,20.24,0.092
47.981944,172734.9984,26.61,20.24,0.092
47.983333,172739.9988,26.61,20.23,0.092
47.984722,172744.9992,26.61,20.23,0.092
47.986111,172749.9996,26.6,20.24,0.092
47.9875,172755,26.6,20.23,0.092
47.988889,172760.0004,26.61,20.23,0.092
47.990278,172765.0008,26.6,20.23,0.092
47.991667,172770.0012,26.6,20.23,0.092
47.993056,172775.0016,26.61,20.24,0.092
47.994444,172779.9984,26.62,20.24,0.092
47.995833,172784.9988,26.61,20.23,0.092
47.997222,172789.9992,26.61,20.23,0.092
47.998611,172794.9996,26.61,20.23,0.092
48,172800,26.61,20.23,0.092
48.001389,172805.0004,26.6,20.23,0.092
48.002778,172810.0008,26.6,20.23,0.092
48.004167,172815.0012,26.61,20.23,0.092
48.005556,172820.0016,26.6,20.23,0.092
48.006944,172824.9984,26.61,20.23,0.092
48.008333,172829.9988,26.61,20.23,0.092
48.009722,172834.9992,26.61,20.23,0.092
48.011111,172839.9996,26.62,20.23,0.092
48.0125,172845,26.63,20.23,0.092
48.013889,172850.0004,26.61,20.23,0.092
48.015278,172855.0008,26.61,20.23,0.092
48.016667,172860.0012,26.6,20.23,0.092
48.018056,172865.0016,26.59,20.23,0.092
48.019444,172869.9984,26.6,20.23,0.092
48.020833,172874.9988,26.6,20.23,0.092
48.022222,172879.9992,26.61,20.23,0.092
48.023611,172884.9996,26.61,20.23,0.092
48.025,172890,26.62,20.23,0.092
48.026389,172895.0004,26.62,20.23,0.092
48.027778,172900.0008,26.63,20.23,0.092
48.029167,172905.0012,26.63,20.23,0.092
48.030556,172910.0016,26.63,20.23,0.092
48.031944,172914.9984,26.63,20.23,0.092
48.033333,172919.9988,26.62,20.23,0.092
48.034722,172924.9992,26.65,20.23,0.092
48.036111,172929.9996,26.64,20.23,0.092
48.0375,172935,26.64,20.23,0.092
48.038889,172940.0004,26.65,20.23,0.092
48.040278,172945.0008,26.66,20.23,0.092
48.041667,172950.0012,26.65,20.23,0.092
48.043056,172955.0016,26.65,20.23,0.092
48.044444,172959.9984,26.65,20.23,0.092
48.045833,172964.9988,26.65,20.23,0.092
48.047222,172969.9992,26.64,20.23,0.092
48.048611,172974.9996,26.65,20.23,0.092
48.05,172980,26.65,20.23,0.092
48.051389,172985.0004,26.64,20.23,0.092
48.052778,172990.0008,26.63,20.23,0.092
48.054167,172995.0012,26.63,20.23,0.092
48.055556,173000.0016,26.64,20.23,0.092
48.056944,173004.9984,26.65,20.23,0.092
48.058333,173009.9988,26.65,20.23,0.092
48.059722,173014.9992,26.64,20.24,0.092
48.061111,173019.9996,26.63,20.23,0.092
48.0625,173025,26.63,20.23,0.092
48.063889,173030.0004,26.62,20.23,0.092
48.065278,173035.0008,26.62,20.23,0.092
48.066667,173040.0012,26.62,20.23,0.092
48.068056,173045.0016,26.62,20.23,0.092
48.069444,173049.9984,26.63,20.23,0.092
48.070833,173054.9988,26.63,20.23,0.092
48.072222,173059.9992,26.63,20.23,0.092
48.073611,173064.9996,26.63,20.23,0.092
48.075,173070,26.63,20.23,0.092
48.076389,173075.0004,26.63,20.23,0.092
48.077778,173080.0008,26.62,20.23,0.092
48.079167,173085.0012,26.61,20.23,0.092
48.080556,173090.0016,26.61,20.23,0.092
48.081944,173094.9984,26.62,20.23,0.092
48.083333,173099.9988,26.63,20.23,0.092
48.084722,173104.9992,26.62,20.23,0.092
48.086111,173109.9996,26.62,20.23,0.092
48.0875,173115,26.62,20.23,0.092
48.088889,173120.0004,26.61,20.23,0.092
48.090278,173125.0008,26.62,20.23,0.092
48.091667,173130.0012,26.62,20.23,0.092
48.093056,173135.0016,26.62,20.23,0.092
48.094444,173139.9984,26.62,20.23,0.092
48.095833,173144.9988,26.62,20.23,0.092
48.097222,173149.9992,26.61,20.23,0.092
48.098611,173154.9996,26.61,20.23,0.092
48.1,173160,26.61,20.23,0.092
48.101389,173165.0004,26.6,20.23,0.092
48.102778,173170.0008,26.6,20.23,0.091
48.104167,173175.0012,26.6,20.23,0.092
48.105556,173180.0016,26.61,20.23,0.092
48.106944,173184.9984,26.61,20.23,0.092
48.108333,173189.9988,26.6,20.23,0.092
48.109722,173194.9992,26.61,20.23,0.092
48.111111,173199.9996,26.61,20.23,0.092
48.1125,173205,26.61,20.23,0.092
48.113889,173210.0004,26.62,20.23,0.092
48.115278,173215.0008,26.61,20.23,0.092
48.116667,173220.0012,26.62,20.23,0.092
48.118056,173225.0016,26.62,20.23,0.092
48.119444,173229.9984,26.62,20.23,0.092
48.120833,173234.9988,26.61,20.23,0.092
48.122222,173239.9992,26.6,20.23,0.092
48.123611,173244.9996,26.6,20.23,0.092
48.125,173250,26.6,20.23,0.092
48.126389,173255.0004,26.59,20.23,0.091
48.127778,173260.0008,26.59,20.23,0.091
48.129167,173265.0012,26.59,20.23,0.091
48.130556,173270.0016,26.59,20.23,0.091
48.131944,173274.9984,26.59,20.23,0.091
48.133333,173279.9988,26.6,20.23,0.092
48.134722,173284.9992,26.6,20.23,0.092
48.136111,173289.9996,26.6,20.23,0.092
48.1375,173295,26.6,20.23,0.092
48.138889,173300.0004,26.6,20.23,0.092
48.140278,173305.0008,26.59,20.22,0.091
48.141667,173310.0012,26.59,20.23,0.091
48.143056,173315.0016,26.59,20.22,0.091
48.144444,173319.9984,26.6,20.22,0.091
48.145833,173324.9988,26.59,20.22,0.091
48.147222,173329.9992,26.59,20.23,0.091
48.148611,173334.9996,26.6,20.23,0.091
48.15,173340,26.61,20.22,0.092
48.151389,173345.0004,26.61,20.22,0.091
48.152778,173350.0008,26.6,20.22,0.091
48.154167,173355.0012,26.61,20.22,0.091
48.155556,173360.0016,26.62,20.22,0.092
48.156944,173364.9984,26.62,20.22,0.092
48.158333,173369.9988,26.62,20.22,0.092
48.159722,173374.9992,26.62,20.23,0.092
48.161111,173379.9996,26.63,20.22,0.092
48.1625,173385,26.63,20.23,0.092
48.163889,173390.0004,26.62,20.22,0.092
48.165278,173395.0008,26.62,20.22,0.092
48.166667,173400.0012,26.62,20.22,0.092
48.168056,173405.0016,26.61,20.22,0.091
48.169444,173409.9984,26.62,20.22,0.092
48.170833,173414.9988,26.62,20.22,0.092
48.172222,173419.9992,26.62,20.22,0.092
48.173611,173424.9996,26.63,20.22,0.092
48.175,173430,26.63,20.22,0.092
48.176389,173435.0004,26.62,20.22,0.092
48.177778,173440.0008,26.62,20.22,0.092
48.179167,173445.0012,26.63,20.22,0.092
48.180556,173450.0016,26.63,20.22,0.092
48.181944,173454.9984,26.62,20.23,0.092
48.183333,173459.9988,26.62,20.23,0.092
48.184722,173464.9992,26.61,20.23,0.092
48.186111,173469.9996,26.62,20.22,0.092
48.1875,173475,26.61,20.22,0.092
48.188889,173480.0004,26.61,20.22,0.092
48.190278,173485.0008,26.61,20.22,0.092
48.191667,173490.0012,26.61,20.23,0.092
48.193056,173495.0016,26.62,20.23,0.092
48.194444,173499.9984,26.6,20.23,0.092
48.195833,173504.9988,26.6,20.23,0.092
48.197222,173509.9992,26.61,20.23,0.092
48.198611,173514.9996,26.61,20.22,0.091
48.2,173520,26.62,20.23,0.092
48.201389,173525.0004,26.62,20.22,0.092
48.202778,173530.0008,26.62,20.22,0.092
48.204167,173535.0012,26.62,20.22,0.092
48.205556,173540.0016,26.62,20.23,0.092
48.206944,173544.9984,26.61,20.23,0.092
48.208333,173549.9988,26.6,20.23,0.092
48.209722,173554.9992,26.6,20.23,0.091
48.211111,173559.9996,26.6,20.23,0.091
48.2125,173565,26.6,20.23,0.091
48.213889,173570.0004,26.61,20.23,0.092
48.215278,173575.0008,26.6,20.23,0.092
48.216667,173580.0012,26.59,20.23,0.091
48.218056,173585.0016,26.6,20.23,0.091
48.219444,173589.9984,26.6,20.23,0.091
48.220833,173594.9988,26.6,20.22,0.091
48.222222,173599.9992,26.6,20.23,0.091
48.223611,173604.9996,26.61,20.23,0.092
48.225,173610,26.6,20.23,0.092
48.226389,173615.0004,26.61,20.23,0.092
48.227778,173620.0008,26.61,20.23,0.092
48.229167,173625.0012,26.61,20.23,0.092
48.230556,173630.0016,26.61,20.23,0.092
48.231944,173634.9984,26.6,20.23,0.092
48.233333,173639.9988,26.6,20.22,0.091
48.234722,173644.9992,26.6,20.23,0.091
48.236111,173649.9996,26.6,20.23,0.092
48.2375,173655,26.6,20.23,0.091
48.238889,173660.0004,26.6,20.23,0.091
48.240278,173665.0008,26.59,20.23,0.091
48.241667,173670.0012,26.58,20.23,0.091
48.243056,173675.0016,26.59,20.24,0.092
48.244444,173679.9984,26.59,20.23,0.091
48.245833,173684.9988,26.59,20.23,0.091
48.247222,173689.9992,26.59,20.23,0.091
48.248611,173694.9996,26.59,20.23,0.091
48.25,173700,26.59,20.23,0.091
48.251389,173705.0004,26.58,20.23,0.091
48.252778,173710.0008,26.56,20.23,0.091
48.254167,173715.0012,26.56,20.23,0.091
48.255556,173720.0016,26.57,20.23,0.091
48.256944,173724.9984,26.57,20.23,0.091
48.258333,173729.9988,26.58,20.23,0.091
48.259722,173734.9992,26.59,20.23,0.091
48.261111,173739.9996,26.59,20.23,0.091
48.2625,173745,26.58,20.23,0.091
48.263889,173750.0004,26.57,20.23,0.091
48.265278,173755.0008,26.56,20.23,0.091
48.266667,173760.0012,26.55,20.23,0.091
48.268056,173765.0016,26.56,20.23,0.091
48.269444,173769.9984,26.57,20.23,0.091
48.270833,173774.9988,26.57,20.23,0.091
48.272222,173779.9992,26.58,20.23,0.091
48.273611,173784.9996,26.58,20.23,0.091
48.275,173790,26.58,20.23,0.091
48.276389,173795.0004,26.58,20.23,0.091
48.277778,173800.0008,26.57,20.23,0.091
48.279167,173805.0012,26.58,20.23,0.091
48.280556,173810.0016,26.59,20.22,0.091
48.281944,173814.9984,26.59,20.23,0.091
48.283333,173819.9988,26.59,20.23,0.091
48.284722,173824.9992,26.58,20.23,0.091
48.286111,173829.9996,26.57,20.23,0.091
48.2875,173835,26.58,20.23,0.091
48.288889,173840.0004,26.58,20.23,0.091
48.290278,173845.0008,26.58,20.23,0.091
48.291667,173850.0012,26.57,20.23,0.091
48.293056,173855.0016,26.57,20.23,0.091
48.294444,173859.9984,26.59,20.23,0.091
48.295833,173864.9988,26.6,20.23,0.092
48.297222,173869.9992,26.6,20.23,0.091
48.298611,173874.9996,26.61,20.22,0.091
48.3,173880,26.6,20.23,0.091
48.301389,173885.0004,26.6,20.22,0.091
48.302778,173890.0008,26.59,20.22,0.091
48.304167,173895.0012,26.6,20.22,0.091
48.305556,173900.0016,26.6,20.22,0.091
48.306944,173904.9984,26.6,20.22,0.091
48.308333,173909.9988,26.6,20.22,0.091
48.309722,173914.9992,26.59,20.22,0.091
48.311111,173919.9996,26.59,20.23,0.091
48.3125,173925,26.62,20.22,0.092
48.313889,173930.0004,26.62,20.23,0.092
48.315278,173935.0008,26.61,20.23,0.092
48.316667,173940.0012,26.6,20.23,0.092
48.318056,173945.0016,26.59,20.23,0.091
48.319444,173949.9984,26.59,20.23,0.091
48.320833,173954.9988,26.6,20.23,0.091
48.322222,173959.9992,26.6,20.23,0.091
48.323611,173964.9996,26.61,20.23,0.092
48.325,173970,26.6,20.23,0.091
48.326389,173975.0004,26.59,20.23,0.091
48.327778,173980.0008,26.59,20.23,0.091
48.329167,173985.0012,26.59,20.23,0.091
48.330556,173990.0016,26.59,20.23,0.091
48.331944,173994.9984,26.59,20.23,0.091
48.333333,173999.9988,26.59,20.23,0.091
48.334722,174004.9992,26.59,20.22,0.091
48.336111,174009.9996,26.6,20.22,0.091
48.3375,174015,26.6,20.23,0.091
48.338889,174020.0004,26.6,20.23,0.092
48.340278,174025.0008,26.62,20.23,0.092
48.341667,174030.0012,26.62,20.23,0.092
48.343056,174035.0016,26.61,20.23,0.092
48.344444,174039.9984,26.61,20.23,0.092
48.345833,174044.9988,26.62,20.23,0.092
48.347222,174049.9992,26.63,20.23,0.092
48.348611,174054.9996,26.62,20.23,0.092
48.35,174060,26.61,20.23,0.092
48.351389,174065.0004,26.61,20.23,0.092
48.352778,174070.0008,26.61,20.23,0.092
48.354167,174075.0012,26.61,20.23,0.092
48.355556,174080.0016,26.61,20.23,0.092
48.356944,174084.9984,26.61,20.23,0.092
48.358333,174089.9988,26.62,20.23,0.092
48.359722,174094.9992,26.61,20.23,0.092
48.361111,174099.9996,26.62,20.23,0.092
48.3625,174105,26.62,20.23,0.092
48.363889,174110.0004,26.61,20.23,0.092
48.365278,174115.0008,26.6,20.22,0.091
48.366667,174120.0012,26.6,20.22,0.091
48.368056,174125.0016,26.6,20.22,0.091
48.369444,174129.9984,26.59,20.22,0.091
48.370833,174134.9988,26.6,20.23,0.091
48.372222,174139.9992,26.59,20.23,0.091
48.373611,174144.9996,26.6,20.23,0.091
48.375,174150,26.6,20.23,0.091
48.376389,174155.0004,26.6,20.23,0.092
48.377778,174160.0008,26.6,20.23,0.092
48.379167,174165.0012,26.61,20.23,0.092
48.380556,174170.0016,26.6,20.23,0.092
48.381944,174174.9984,26.59,20.22,0.091
48.383333,174179.9988,26.58,20.22,0.091
48.384722,174184.9992,26.58,20.23,0.091
48.386111,174189.9996,26.59,20.23,0.091
48.3875,174195,26.59,20.23,0.091
48.388889,174200.0004,26.59,20.23,0.091
48.390278,174205.0008,26.58,20.23,0.091
48.391667,174210.0012,26.57,20.23,0.091
48.393056,174215.0016,26.57,20.23,0.091
48.394444,174219.9984,26.59,20.23,0.091
48.395833,174224.9988,26.61,20.23,0.092
48.397222,174229.9992,26.6,20.22,0.091
48.398611,174234.9996,26.59,20.23,0.091
48.4,174240,26.6,20.22,0.091
48.401389,174245.0004,26.6,20.22,0.091
48.402778,174250.0008,26.6,20.22,0.091
48.404167,174255.0012,26.61,20.22,0.091
48.405556,174260.0016,26.6,20.22,0.091
48.406944,174264.9984,26.6,20.22,0.091
48.408333,174269.9988,26.6,20.22,0.091
48.409722,174274.9992,26.6,20.22,0.091
48.411111,174279.9996,26.59,20.22,0.091
48.4125,174285,26.59,20.22,0.091
48.413889,174290.0004,26.59,20.22,0.091
48.415278,174295.0008,26.58,20.22,0.091
48.416667,174300.0012,26.58,20.22,0.091
48.418056,174305.0016,26.58,20.22,0.091
48.419444,174309.9984,26.59,20.22,0.091
48.420833,174314.9988,26.59,20.22,0.091
48.422222,174319.9992,26.58,20.22,0.091
48.423611,174324.9996,26.58,20.22,0.091
48.425,174330,26.59,20.22,0.091
48.426389,174335.0004,26.59,20.22,0.091
48.427778,174340.0008,26.59,20.22,0.091
48.429167,174345.0012,26.58,20.22,0.091
48.430556,174350.0016,26.58,20.22,0.091
48.431944,174354.9984,26.6,20.22,0.091
48.433333,174359.9988,26.6,20.22,0.091
48.434722,174364.9992,26.6,20.21,0.091
48.436111,174369.9996,26.61,20.22,0.091
48.4375,174375,26.61,20.22,0.091
48.438889,174380.0004,26.61,20.22,0.091
48.440278,174385.0008,26.61,20.22,0.091
48.441667,174390.0012,26.61,20.22,0.091
48.443056,174395.0016,26.63,20.22,0.092
48.444444,174399.9984,26.63,20.22,0.092
48.445833,174404.9988,26.62,20.22,0.091
48.447222,174409.9992,26.62,20.22,0.091
48.448611,174414.9996,26.61,20.22,0.091
48.45,174420,26.62,20.22,0.091
48.451389,174425.0004,26.61,20.22,0.091
48.452778,174430.0008,26.61,20.22,0.091
48.454167,174435.0012,26.62,20.21,0.091
48.455556,174440.0016,26.62,20.22,0.092
48.456944,174444.9984,26.61,20.21,0.091
48.458333,174449.9988,26.62,20.22,0.091
48.459722,174454.9992,26.62,20.22,0.091
48.461111,174459.9996,26.62,20.22,0.092
48.4625,174465,26.62,20.22,0.092
48.463889,174470.0004,26.61,20.22,0.091
48.465278,174475.0008,26.62,20.21,0.091
48.466667,174480.0012,26.61,20.21,0.091
48.468056,174485.0016,26.61,20.21,0.091
48.469444,174489.9984,26.61,20.21,0.091
48.470833,174494.9988,26.6,20.21,0.091
48.472222,174499.9992,26.61,20.21,0.091
48.473611,174504.9996,26.62,20.22,0.092
48.475,174510,26.61,20.22,0.091
48.476389,174515.0004,26.62,20.22,0.092
48.477778,174520.0008,26.62,20.21,0.091
48.479167,174525.0012,26.61,20.22,0.091
48.480556,174530.0016,26.61,20.22,0.091
48.481944,174534.9984,26.6,20.22,0.091
48.483333,174539.9988,26.6,20.22,0.091
48.484722,174544.9992,26.6,20.21,0.091
48.486111,174549.9996,26.6,20.21,0.091
48.4875,174555,26.61,20.21,0.091
48.488889,174560.0004,26.61,20.22,0.091
48.490278,174565.0008,26.6,20.21,0.091
48.491667,174570.0012,26.6,20.22,0.091
48.493056,174575.0016,26.6,20.22,0.091
48.494444,174579.9984,26.59,20.22,0.091
48.495833,174584.9988,26.59,20.22,0.091
48.497222,174589.9992,26.59,20.21,0.091
48.498611,174594.9996,26.59,20.21,0.091
48.5,174600,26.6,20.21,0.091
48.501389,174605.0004,26.61,20.21,0.091
48.502778,174610.0008,26.6,20.21,0.091
48.504167,174615.0012,26.6,20.21,0.091
48.505556,174620.0016,26.6,20.21,0.091
48.506944,174624.9984,26.6,20.22,0.091
48.508333,174629.9988,26.6,20.21,0.091
48.509722,174634.9992,26.6,20.21,0.091
48.511111,174639.9996,26.61,20.22,0.091
48.5125,174645,26.61,20.21,0.091
48.513889,174650.0004,26.61,20.21,0.091
48.515278,174655.0008,26.62,20.21,0.091
48.516667,174660.0012,26.62,20.21,0.091
48.518056,174665.0016,26.62,20.21,0.091
48.519444,174669.9984,26.63,20.21,0.091
48.520833,174674.9988,26.62,20.21,0.091
48.522222,174679.9992,26.62,20.21,0.091
48.523611,174684.9996,26.62,20.21,0.091
48.525,174690,26.63,20.21,0.092
48.526389,174695.0004,26.64,20.21,0.092
48.527778,174700.0008,26.64,20.21,0.092
48.529167,174705.0012,26.64,20.21,0.092
48.530556,174710.0016,26.63,20.21,0.092
48.531944,174714.9984,26.64,20.21,0.092
48.533333,174719.9988,26.64,20.21,0.092
48.534722,174724.9992,26.63,20.21,0.091
48.536111,174729.9996,26.63,20.21,0.092
48.5375,174735,26.63,20.21,0.092
48.538889,174740.0004,26.64,20.21,0.092
48.540278,174745.0008,26.63,20.21,0.092
48.541667,174750.0012,26.63,20.21,0.092
48.543056,174755.0016,26.62,20.21,0.091
48.544444,174759.9984,26.63,20.21,0.091
48.545833,174764.9988,26.63,20.21,0.092
48.547222,174769.9992,26.63,20.21,0.092
48.548611,174774.9996,26.62,20.21,0.091
48.55,174780,26.62,20.21,0.091
48.551389,174785.0004,26.61,20.21,0.091
48.552778,174790.0008,26.62,20.21,0.091
48.554167,174795.0012,26.63,20.21,0.092
48.555556,174800.0016,26.62,20.21,0.091
48.556944,174804.9984,26.61,20.21,0.091
48.558333,174809.9988,26.61,20.22,0.091
48.559722,174814.9992,26.61,20.21,0.091
48.561111,174819.9996,26.61,20.21,0.091
48.5625,174825,26.62,20.21,0.091
48.563889,174830.0004,26.61,20.21,0.091
48.565278,174835.0008,26.6,20.21,0.091
48.566667,174840.0012,26.61,20.21,0.091
48.568056,174845.0016,26.61,20.21,0.091
48.569444,174849.9984,26.62,20.21,0.091
48.570833,174854.9988,26.61,20.21,0.091
48.572222,174859.9992,26.6,20.21,0.091
48.573611,174864.9996,26.61,20.21,0.091
48.575,174870,26.61,20.21,0.091
48.576389,174875.0004,26.61,20.21,0.091
48.577778,174880.0008,26.62,20.21,0.091
48.579167,174885.0012,26.62,20.21,0.091
48.580556,174890.0016,26.64,20.21,0.092
48.581944,174894.9984,26.63,20.21,0.092
48.583333,174899.9988,26.64,20.21,0.092
48.584722,174904.9992,26.64,20.21,0.092
48.586111,174909.9996,26.63,20.21,0.092
